Gene stable ID,Gene name,UniProtKB/Swiss-Prot ID
ENSMUSG00000026003,Acadl,
ENSMUSG00000046096,Mosmo,
ENSMUSG00000028339,Col15a1,
ENSMUSG00000028339,Col15a1,
ENSMUSG00000034449,Dhrs11,Q3U0B3
ENSMUSG00000046096,Mosmo,Q8C784
ENSMUSG00000028339,Col15a1,
ENSMUSG00000034449,Dhrs11,
ENSMUSG00000024014,Pim1,P06803
ENSMUSG00000031355,Arhgap6,O54834
ENSMUSG00000028339,Col15a1,
ENSMUSG00000098557,Kctd12,
ENSMUSG00000024014,Pim1,
ENSMUSG00000046096,Mosmo,
ENSMUSG00000068587,Mgam,
ENSMUSG00000024014,Pim1,
ENSMUSG00000031355,Arhgap6,
ENSMUSG00000031355,Arhgap6,
ENSMUSG00000024014,Pim1,
ENSMUSG00000031355,Arhgap6,O54834
ENSMUSG00000068587,Mgam,
ENSMUSG00000031355,Arhgap6,
ENSMUSG00000068587,Mgam,
ENSMUSG00000031355,Arhgap6,O54834
ENSMUSG00000026999,Nup35,Q8R4R6
ENSMUSG00000068587,Mgam,
ENSMUSG00000026999,Nup35,
ENSMUSG00000022125,Cln5,Q3UMW8
ENSMUSG00000022125,Cln5,
ENSMUSG00000037652,Phc3,Q8CHP6
ENSMUSG00000018583,G3bp1,P97855
ENSMUSG00000037652,Phc3,
ENSMUSG00000037652,Phc3,
ENSMUSG00000037652,Phc3,
ENSMUSG00000042203,Tbc1d22b,
ENSMUSG00000037652,Phc3,
ENSMUSG00000007613,Tgfbr1,Q64729
ENSMUSG00000042203,Tbc1d22b,
ENSMUSG00000007613,Tgfbr1,Q64729
ENSMUSG00000037652,Phc3,
ENSMUSG00000022124,Fbxl3,Q8C4V4
ENSMUSG00000030505,Prmt3,Q922H1
ENSMUSG00000007613,Tgfbr1,
ENSMUSG00000007613,Tgfbr1,
ENSMUSG00000022124,Fbxl3,Q8C4V4
ENSMUSG00000037652,Phc3,
ENSMUSG00000090877,Hspa1b,P17879
ENSMUSG00000037652,Phc3,Q8CHP6
ENSMUSG00000022124,Fbxl3,Q8C4V4
ENSMUSG00000091971,Hspa1a,Q61696
ENSMUSG00000022124,Fbxl3,
ENSMUSG00000022124,Fbxl3,
ENSMUSG00000030505,Prmt3,
ENSMUSG00000028341,Nr4a3,Q9QZB6
ENSMUSG00000026082,Rev1,Q920Q2
ENSMUSG00000028341,Nr4a3,
ENSMUSG00000026082,Rev1,
ENSMUSG00000026082,Rev1,
ENSMUSG00000026082,Rev1,
ENSMUSG00000026082,Rev1,
ENSMUSG00000031352,Hccs,
ENSMUSG00000026082,Rev1,
ENSMUSG00000021877,Arf4,P61750
ENSMUSG00000061455,Stx17,
ENSMUSG00000021877,Arf4,
ENSMUSG00000021877,Arf4,
ENSMUSG00000061455,Stx17,
ENSMUSG00000021877,Arf4,
ENSMUSG00000061455,Stx17,Q9D0I4
ENSMUSG00000061455,Stx17,Q9D0I4
ENSMUSG00000029174,Tbc1d1,Q60949
ENSMUSG00000043702,Pde12,Q3TIU4
ENSMUSG00000029174,Tbc1d1,Q60949
ENSMUSG00000029174,Tbc1d1,
ENSMUSG00000031352,Hccs,P53702
ENSMUSG00000031352,Hccs,P53702
ENSMUSG00000029174,Tbc1d1,
ENSMUSG00000028343,Erp44,Q9D1Q6
ENSMUSG00000007050,Lsm2,O35900
ENSMUSG00000029174,Tbc1d1,Q60949
ENSMUSG00000025223,Ldb1,P70662
ENSMUSG00000038473,Nos1ap,Q9D3A8
ENSMUSG00000027882,Stxbp3,Q60770
ENSMUSG00000025223,Ldb1,
ENSMUSG00000027091,Zc3h15,Q3TIV5
ENSMUSG00000025223,Ldb1,P70662
ENSMUSG00000027882,Stxbp3,
ENSMUSG00000025223,Ldb1,P70662
ENSMUSG00000025223,Ldb1,P70662
ENSMUSG00000027882,Stxbp3,
ENSMUSG00000027882,Stxbp3,
ENSMUSG00000025223,Ldb1,P70662
ENSMUSG00000007050,Lsm2,
ENSMUSG00000007050,Lsm2,
ENSMUSG00000001249,Hpn,
ENSMUSG00000047866,Lonp2,Q9DBN5
ENSMUSG00000047866,Lonp2,Q9DBN5
ENSMUSG00000047866,Lonp2,Q9DBN5
ENSMUSG00000001249,Hpn,
ENSMUSG00000001249,Hpn,
ENSMUSG00000047866,Lonp2,
ENSMUSG00000001249,Hpn,O35453
ENSMUSG00000001249,Hpn,
ENSMUSG00000038473,Nos1ap,
ENSMUSG00000036840,Siah1a,P61092
ENSMUSG00000001249,Hpn,
ENSMUSG00000001249,Hpn,
ENSMUSG00000028344,Invs,
ENSMUSG00000031652,N4bp1,Q6A037
ENSMUSG00000028344,Invs,
ENSMUSG00000038463,Olfml2b,Q3V1G4
ENSMUSG00000028345,Tex10,
ENSMUSG00000037643,Prkci,Q62074
ENSMUSG00000037643,Prkci,
ENSMUSG00000033565,Rbfox2,Q8BP71
ENSMUSG00000037643,Prkci,
ENSMUSG00000026663,Atf6,F6VAN0
ENSMUSG00000028345,Tex10,Q3URQ0
ENSMUSG00000055491,Pprc1,Q6NZN1
ENSMUSG00000028345,Tex10,Q3URQ0
ENSMUSG00000055491,Pprc1,Q6NZN1
ENSMUSG00000055491,Pprc1,Q6NZN1
ENSMUSG00000039693,Msantd3,Q9CR78
ENSMUSG00000055491,Pprc1,
ENSMUSG00000027087,Itgav,P43406
ENSMUSG00000055491,Pprc1,
ENSMUSG00000039693,Msantd3,Q9CR78
ENSMUSG00000055491,Pprc1,
ENSMUSG00000039693,Msantd3,Q9CR78
ENSMUSG00000055491,Pprc1,
ENSMUSG00000027087,Itgav,
ENSMUSG00000040760,Appl1,Q8K3H0
ENSMUSG00000027087,Itgav,
ENSMUSG00000033565,Rbfox2,
ENSMUSG00000027087,Itgav,
ENSMUSG00000027087,Itgav,
ENSMUSG00000033565,Rbfox2,Q8BP71
ENSMUSG00000033565,Rbfox2,Q8BP71
ENSMUSG00000033565,Rbfox2,Q8BP71
ENSMUSG00000033565,Rbfox2,Q8BP71
ENSMUSG00000033565,Rbfox2,
ENSMUSG00000033565,Rbfox2,Q8BP71
ENSMUSG00000033565,Rbfox2,
ENSMUSG00000033565,Rbfox2,
ENSMUSG00000033565,Rbfox2,
ENSMUSG00000028347,Tmeff1,Q6PFE7
ENSMUSG00000028347,Tmeff1,Q6PFE7
ENSMUSG00000028347,Tmeff1,
ENSMUSG00000007029,Vars1,Q9Z1Q9
ENSMUSG00000028347,Tmeff1,
ENSMUSG00000027881,Prpf38b,
ENSMUSG00000007029,Vars1,
ENSMUSG00000010601,Apol7a,
ENSMUSG00000007029,Vars1,
ENSMUSG00000010601,Apol7a,
ENSMUSG00000026000,Lancl1,O89112
ENSMUSG00000007029,Vars1,
ENSMUSG00000010601,Apol7a,
ENSMUSG00000026000,Lancl1,O89112
ENSMUSG00000026000,Lancl1,O89112
ENSMUSG00000010601,Apol7a,
ENSMUSG00000027881,Prpf38b,Q80SY5
ENSMUSG00000027881,Prpf38b,
ENSMUSG00000026000,Lancl1,
ENSMUSG00000057346,Apol9a,
ENSMUSG00000026659,Dusp12,
ENSMUSG00000057346,Apol9a,
ENSMUSG00000057346,Apol9a,
ENSMUSG00000007029,Vars1,
ENSMUSG00000054823,Nsd3,Q6P2L6
ENSMUSG00000026659,Dusp12,
ENSMUSG00000054823,Nsd3,Q6P2L6
ENSMUSG00000026659,Dusp12,
ENSMUSG00000054823,Nsd3,Q6P2L6
ENSMUSG00000026659,Dusp12,Q9D0T2
ENSMUSG00000026659,Dusp12,
ENSMUSG00000026659,Dusp12,
ENSMUSG00000015176,Nolc1,E9Q5C9
ENSMUSG00000026659,Dusp12,
ENSMUSG00000015176,Nolc1,
ENSMUSG00000015176,Nolc1,
ENSMUSG00000015176,Nolc1,
ENSMUSG00000015176,Nolc1,E9Q5C9
ENSMUSG00000015176,Nolc1,
ENSMUSG00000015176,Nolc1,
ENSMUSG00000055128,Cgrrf1,Q8BMJ7
ENSMUSG00000055128,Cgrrf1,
ENSMUSG00000055128,Cgrrf1,
ENSMUSG00000027660,Skil,Q60665
ENSMUSG00000044018,Mrpl50,Q8VDT9
ENSMUSG00000054823,Nsd3,
ENSMUSG00000055128,Cgrrf1,
ENSMUSG00000027660,Skil,
ENSMUSG00000054823,Nsd3,
ENSMUSG00000027660,Skil,
ENSMUSG00000054823,Nsd3,
ENSMUSG00000039634,Zfp189,
ENSMUSG00000039634,Zfp189,
ENSMUSG00000054823,Nsd3,Q6P2L6
ENSMUSG00000027660,Skil,Q60665
ENSMUSG00000027660,Skil,Q60665
ENSMUSG00000039611,Pgap4,Q91YV9
ENSMUSG00000039611,Pgap4,
ENSMUSG00000039611,Pgap4,
ENSMUSG00000031314,Taf1,
ENSMUSG00000031314,Taf1,Q80UV9
ENSMUSG00000031570,Plpp5,Q3UMZ3
ENSMUSG00000031314,Taf1,
ENSMUSG00000031314,Taf1,
ENSMUSG00000042390,Gatad2b,Q8VHR5
ENSMUSG00000031570,Plpp5,
ENSMUSG00000031570,Plpp5,
ENSMUSG00000032366,Tpm1,
ENSMUSG00000031570,Plpp5,
ENSMUSG00000042390,Gatad2b,Q8VHR5
ENSMUSG00000031570,Plpp5,Q3UMZ3
ENSMUSG00000042390,Gatad2b,
ENSMUSG00000042390,Gatad2b,
ENSMUSG00000042390,Gatad2b,Q8VHR5
ENSMUSG00000031570,Plpp5,
ENSMUSG00000031570,Plpp5,
ENSMUSG00000025224,Gbf1,Q6DFZ1
ENSMUSG00000029185,Fam114a1,Q9D281
ENSMUSG00000029185,Fam114a1,
ENSMUSG00000037316,Bag4,Q8CI61
ENSMUSG00000031838,Ifi30,Q9ESY9
ENSMUSG00000007035,Msh5,
ENSMUSG00000047284,Neurl4,
ENSMUSG00000007035,Msh5,
ENSMUSG00000047284,Neurl4,Q5NCX5
ENSMUSG00000007035,Msh5,
ENSMUSG00000007035,Msh5,
ENSMUSG00000047284,Neurl4,
ENSMUSG00000007035,Msh5,
ENSMUSG00000047284,Neurl4,Q5NCX5
ENSMUSG00000031840,Rab3a,P63011
ENSMUSG00000007035,Msh5,
ENSMUSG00000031840,Rab3a,
ENSMUSG00000047284,Neurl4,
ENSMUSG00000007035,Msh5,
ENSMUSG00000031840,Rab3a,P63011
ENSMUSG00000031840,Rab3a,P63011
ENSMUSG00000047284,Neurl4,
ENSMUSG00000031840,Rab3a,P63011
ENSMUSG00000047284,Neurl4,
ENSMUSG00000025224,Gbf1,
ENSMUSG00000025224,Gbf1,
ENSMUSG00000025224,Gbf1,
ENSMUSG00000032366,Tpm1,
ENSMUSG00000007041,Clic1,Q9Z1Q5
ENSMUSG00000028309,Rnf20,Q5DTM8
ENSMUSG00000028309,Rnf20,
ENSMUSG00000041775,Mapk1ip1,Q9D7G9
ENSMUSG00000041775,Mapk1ip1,Q9D7G9
ENSMUSG00000041775,Mapk1ip1,Q9D7G9
ENSMUSG00000028309,Rnf20,
ENSMUSG00000028309,Rnf20,
ENSMUSG00000028309,Rnf20,Q5DTM8
ENSMUSG00000039804,Ncoa5,Q91W39
ENSMUSG00000039804,Ncoa5,
ENSMUSG00000007039,Ddah2,Q99LD8
ENSMUSG00000007039,Ddah2,
ENSMUSG00000039804,Ncoa5,
ENSMUSG00000007039,Ddah2,
ENSMUSG00000040339,Eeig2,Q8BQS4
ENSMUSG00000040339,Eeig2,
ENSMUSG00000039804,Ncoa5,
ENSMUSG00000041769,Ppp2r2d,Q925E7
ENSMUSG00000041769,Ppp2r2d,
ENSMUSG00000029594,Rbm19,Q8R3C6
ENSMUSG00000041769,Ppp2r2d,
ENSMUSG00000029594,Rbm19,
ENSMUSG00000041769,Ppp2r2d,
ENSMUSG00000041769,Ppp2r2d,
ENSMUSG00000061313,Ddhd2,Q80Y98
ENSMUSG00000032366,Tpm1,P58771
ENSMUSG00000061313,Ddhd2,
ENSMUSG00000061313,Ddhd2,
ENSMUSG00000032366,Tpm1,
ENSMUSG00000061313,Ddhd2,
ENSMUSG00000061313,Ddhd2,
ENSMUSG00000061313,Ddhd2,
ENSMUSG00000032366,Tpm1,
ENSMUSG00000071076,Jund,P15066
ENSMUSG00000031209,Heph,Q9Z0Z4
ENSMUSG00000013766,Ly6g6e,
ENSMUSG00000032366,Tpm1,
ENSMUSG00000023170,Gps2,Q921N8
ENSMUSG00000013766,Ly6g6e,Q8K1T6
ENSMUSG00000032366,Tpm1,
ENSMUSG00000023170,Gps2,Q921N8
ENSMUSG00000032366,Tpm1,
ENSMUSG00000031209,Heph,
ENSMUSG00000023170,Gps2,
ENSMUSG00000013766,Ly6g6e,Q8K1T6
ENSMUSG00000013766,Ly6g6e,Q8K1T6
ENSMUSG00000023170,Gps2,Q921N8
ENSMUSG00000031209,Heph,Q9Z0Z4
ENSMUSG00000032366,Tpm1,
ENSMUSG00000044768,Macir,Q8VEB3
ENSMUSG00000032366,Tpm1,
ENSMUSG00000044768,Macir,Q8VEB3
ENSMUSG00000044768,Macir,Q8VEB3
ENSMUSG00000040322,Slc25a24,Q8BMD8
ENSMUSG00000044768,Macir,
ENSMUSG00000040322,Slc25a24,
ENSMUSG00000032366,Tpm1,
ENSMUSG00000032366,Tpm1,
ENSMUSG00000001248,Gramd1a,
ENSMUSG00000026078,Pdcl3,Q8BVF2
ENSMUSG00000026078,Pdcl3,
ENSMUSG00000026078,Pdcl3,
ENSMUSG00000025225,Nfkb2,
ENSMUSG00000032366,Tpm1,P58771
ENSMUSG00000025225,Nfkb2,Q9WTK5
ENSMUSG00000032366,Tpm1,
ENSMUSG00000025225,Nfkb2,Q9WTK5
ENSMUSG00000032366,Tpm1,
ENSMUSG00000032366,Tpm1,
ENSMUSG00000032366,Tpm1,
ENSMUSG00000025225,Nfkb2,Q9WTK5
ENSMUSG00000007036,Abhd16a,Q9Z1Q2
ENSMUSG00000032366,Tpm1,
ENSMUSG00000037296,Lsm1,Q8VC85
ENSMUSG00000037296,Lsm1,
ENSMUSG00000037296,Lsm1,
ENSMUSG00000007036,Abhd16a,
ENSMUSG00000042632,Pla2g6,P97819
ENSMUSG00000042632,Pla2g6,P97819
ENSMUSG00000025225,Nfkb2,
ENSMUSG00000032431,Crtap,Q9CYD3
ENSMUSG00000031574,Star,
ENSMUSG00000042632,Pla2g6,P97819
ENSMUSG00000042632,Pla2g6,P97819
ENSMUSG00000031574,Star,P51557
ENSMUSG00000042632,Pla2g6,P97819
ENSMUSG00000042632,Pla2g6,
ENSMUSG00000042632,Pla2g6,
ENSMUSG00000042632,Pla2g6,
ENSMUSG00000035726,Supt16,
ENSMUSG00000042622,Maff,O54791
ENSMUSG00000042622,Maff,O54791
ENSMUSG00000042622,Maff,O54791
ENSMUSG00000042622,Maff,
ENSMUSG00000062209,Erbb4,Q61527
ENSMUSG00000062209,Erbb4,Q61527
ENSMUSG00000062209,Erbb4,
ENSMUSG00000001627,Ifrd1,P19182
ENSMUSG00000001627,Ifrd1,
ENSMUSG00000037126,Psd,Q5DTT2
ENSMUSG00000001627,Ifrd1,
ENSMUSG00000045594,Glb1,P23780
ENSMUSG00000001627,Ifrd1,
ENSMUSG00000045594,Glb1,
ENSMUSG00000033721,Vav3,Q9R0C8
ENSMUSG00000001627,Ifrd1,
ENSMUSG00000001627,Ifrd1,
ENSMUSG00000034813,Grip1,Q925T6
ENSMUSG00000001627,Ifrd1,
ENSMUSG00000009035,Tmem184b,Q8BG09
ENSMUSG00000009035,Tmem184b,Q8BG09
ENSMUSG00000009035,Tmem184b,
ENSMUSG00000009035,Tmem184b,
ENSMUSG00000009035,Tmem184b,
ENSMUSG00000033721,Vav3,Q9R0C8
ENSMUSG00000028312,Smc2,Q8CG48
ENSMUSG00000009035,Tmem184b,
ENSMUSG00000028312,Smc2,Q8CG48
ENSMUSG00000049300,Prmt6,Q6NZB1
ENSMUSG00000049300,Prmt6,Q6NZB1
ENSMUSG00000049300,Prmt6,Q6NZB1
ENSMUSG00000034813,Grip1,
ENSMUSG00000028312,Smc2,
ENSMUSG00000034813,Grip1,
ENSMUSG00000034813,Grip1,
ENSMUSG00000034813,Grip1,
ENSMUSG00000037126,Psd,Q5DTT2
ENSMUSG00000034813,Grip1,
ENSMUSG00000034813,Grip1,
ENSMUSG00000037126,Psd,Q5DTT2
ENSMUSG00000037126,Psd,Q5DTT2
ENSMUSG00000037126,Psd,
ENSMUSG00000037126,Psd,
ENSMUSG00000001248,Gramd1a,Q8VEF1
ENSMUSG00000037126,Psd,
ENSMUSG00000037126,Psd,
ENSMUSG00000029598,Plbd2,Q3TCN2
ENSMUSG00000024387,Csnk2b,P67871
ENSMUSG00000034813,Grip1,Q925T6
ENSMUSG00000025226,Fbxl15,Q91W61
ENSMUSG00000024387,Csnk2b,
ENSMUSG00000034813,Grip1,Q925T6
ENSMUSG00000034813,Grip1,
ENSMUSG00000025226,Fbxl15,Q91W61
ENSMUSG00000034813,Grip1,
ENSMUSG00000024387,Csnk2b,P67871
ENSMUSG00000022433,Csnk1e,Q9JMK2
ENSMUSG00000024387,Csnk2b,
ENSMUSG00000001248,Gramd1a,Q8VEF1
ENSMUSG00000024387,Csnk2b,
ENSMUSG00000001248,Gramd1a,
ENSMUSG00000001248,Gramd1a,
ENSMUSG00000001248,Gramd1a,
ENSMUSG00000024387,Csnk2b,
ENSMUSG00000024387,Csnk2b,
ENSMUSG00000001248,Gramd1a,
ENSMUSG00000034813,Grip1,
ENSMUSG00000024387,Csnk2b,
ENSMUSG00000022433,Csnk1e,Q9JMK2
ENSMUSG00000001248,Gramd1a,
ENSMUSG00000034813,Grip1,Q925T6
ENSMUSG00000092417,Gpank1,
ENSMUSG00000022433,Csnk1e,
ENSMUSG00000034813,Grip1,
ENSMUSG00000001248,Gramd1a,
ENSMUSG00000001248,Gramd1a,
ENSMUSG00000034813,Grip1,
ENSMUSG00000022433,Csnk1e,
ENSMUSG00000022433,Csnk1e,
ENSMUSG00000022433,Csnk1e,
ENSMUSG00000092417,Gpank1,
ENSMUSG00000022433,Csnk1e,
ENSMUSG00000022433,Csnk1e,
ENSMUSG00000022433,Csnk1e,
ENSMUSG00000022433,Csnk1e,
ENSMUSG00000053754,Chd8,Q09XV5
ENSMUSG00000092417,Gpank1,
ENSMUSG00000053754,Chd8,Q09XV5
ENSMUSG00000092417,Gpank1,Q61858
ENSMUSG00000026077,Npas2,
ENSMUSG00000053754,Chd8,
ENSMUSG00000053754,Chd8,
ENSMUSG00000043311,D17H6S53E,Q9Z1R4
ENSMUSG00000010830,Kdelr3,Q8R1L4
ENSMUSG00000020228,Helb,Q6NVF4
ENSMUSG00000020228,Helb,
ENSMUSG00000015243,Abca1,P41233
ENSMUSG00000053754,Chd8,
ENSMUSG00000026077,Npas2,
ENSMUSG00000027671,Actl6a,
ENSMUSG00000056167,Cnot10,Q8BH15
ENSMUSG00000031575,Ash2l,Q91X20
ENSMUSG00000056167,Cnot10,
ENSMUSG00000056167,Cnot10,
ENSMUSG00000031575,Ash2l,
ENSMUSG00000056167,Cnot10,
ENSMUSG00000056167,Cnot10,
ENSMUSG00000027671,Actl6a,Q9Z2N8
ENSMUSG00000056167,Cnot10,
ENSMUSG00000027671,Actl6a,
ENSMUSG00000031575,Ash2l,
ENSMUSG00000027671,Actl6a,
ENSMUSG00000031575,Ash2l,
ENSMUSG00000020227,Irak3,Q8K4B2
ENSMUSG00000020227,Irak3,
ENSMUSG00000027671,Actl6a,
ENSMUSG00000020227,Irak3,
ENSMUSG00000031575,Ash2l,
ENSMUSG00000031575,Ash2l,
ENSMUSG00000031575,Ash2l,
ENSMUSG00000036748,Cuedc2,Q9CXX9
ENSMUSG00000022159,Rab2b,P59279
ENSMUSG00000032435,Dync1li1,Q8R1Q8
ENSMUSG00000022159,Rab2b,P59279
ENSMUSG00000023764,Sfi1,
ENSMUSG00000022159,Rab2b,
ENSMUSG00000023764,Sfi1,Q3UZY0
ENSMUSG00000032434,Cmtm6,Q9CZ69
ENSMUSG00000023764,Sfi1,Q3UZY0
ENSMUSG00000023764,Sfi1,
ENSMUSG00000022159,Rab2b,
ENSMUSG00000020225,Tmbim4,Q9DA39
ENSMUSG00000022159,Rab2b,
ENSMUSG00000036748,Cuedc2,Q9CXX9
ENSMUSG00000022159,Rab2b,
ENSMUSG00000020225,Tmbim4,
ENSMUSG00000036748,Cuedc2,Q9CXX9
ENSMUSG00000036748,Cuedc2,
ENSMUSG00000023764,Sfi1,
ENSMUSG00000036748,Cuedc2,Q9CXX9
ENSMUSG00000020225,Tmbim4,
ENSMUSG00000036748,Cuedc2,Q9CXX9
ENSMUSG00000036748,Cuedc2,
ENSMUSG00000051989,Smim11,Q99J19
ENSMUSG00000051989,Smim11,Q99J19
ENSMUSG00000036748,Cuedc2,
ENSMUSG00000032436,Cmtm7,Q9ESD6
ENSMUSG00000036748,Cuedc2,
ENSMUSG00000036748,Cuedc2,
ENSMUSG00000036748,Cuedc2,
ENSMUSG00000032436,Cmtm7,Q9ESD6
ENSMUSG00000036748,Cuedc2,
ENSMUSG00000074264,Amy1,P00687
ENSMUSG00000032436,Cmtm7,
ENSMUSG00000074264,Amy1,P00687
ENSMUSG00000028412,Slc44a1,
ENSMUSG00000074264,Amy1,
ENSMUSG00000016831,Tox4,Q8BU11
ENSMUSG00000020224,Llph,Q9D945
ENSMUSG00000020224,Llph,
ENSMUSG00000041012,Cmtm8,Q9CZR4
ENSMUSG00000020224,Llph,Q9D945
ENSMUSG00000074264,Amy1,
ENSMUSG00000035064,Eef2k,O08796
ENSMUSG00000035064,Eef2k,
ENSMUSG00000035064,Eef2k,O08796
ENSMUSG00000068893,Sprr2a2,Q9CQK8
ENSMUSG00000068893,Sprr2a2,Q4KL71
ENSMUSG00000028412,Slc44a1,Q6X893
ENSMUSG00000047264,Zfp358,
ENSMUSG00000025997,Ikzf2,P81183
ENSMUSG00000068893,Sprr2a2,Q9CQK8
ENSMUSG00000068893,Sprr2a2,Q4KL71
ENSMUSG00000025227,Mfsd13a,Q6PDE8
ENSMUSG00000035064,Eef2k,
ENSMUSG00000047264,Zfp358,
ENSMUSG00000025997,Ikzf2,
ENSMUSG00000025227,Mfsd13a,Q6PDE8
ENSMUSG00000047264,Zfp358,
ENSMUSG00000028412,Slc44a1,
ENSMUSG00000025227,Mfsd13a,
ENSMUSG00000035064,Eef2k,O08796
ENSMUSG00000028412,Slc44a1,
ENSMUSG00000025997,Ikzf2,P81183
ENSMUSG00000028412,Slc44a1,
ENSMUSG00000035064,Eef2k,
ENSMUSG00000055065,Ddx17,
ENSMUSG00000055065,Ddx17,Q501J6
ENSMUSG00000025997,Ikzf2,
ENSMUSG00000025997,Ikzf2,
ENSMUSG00000025997,Ikzf2,
ENSMUSG00000055065,Ddx17,
ENSMUSG00000035064,Eef2k,
ENSMUSG00000025997,Ikzf2,
ENSMUSG00000055065,Ddx17,Q501J6
ENSMUSG00000023764,Sfi1,
ENSMUSG00000023764,Sfi1,
ENSMUSG00000050627,Gpd1l,Q3ULJ0
ENSMUSG00000028414,Fktn,Q8R507
ENSMUSG00000025228,Actr1a,P61164
ENSMUSG00000050627,Gpd1l,
ENSMUSG00000025228,Actr1a,
ENSMUSG00000022160,Mettl3,
ENSMUSG00000050627,Gpd1l,Q3ULJ0
ENSMUSG00000025228,Actr1a,
ENSMUSG00000022160,Mettl3,
ENSMUSG00000028414,Fktn,
ENSMUSG00000023764,Sfi1,
ENSMUSG00000028414,Fktn,
ENSMUSG00000025228,Actr1a,
ENSMUSG00000023764,Sfi1,
ENSMUSG00000022160,Mettl3,
ENSMUSG00000028414,Fktn,
ENSMUSG00000022160,Mettl3,
ENSMUSG00000023764,Sfi1,
ENSMUSG00000028414,Fktn,Q8R507
ENSMUSG00000022160,Mettl3,
ENSMUSG00000034674,Tdg,P56581
ENSMUSG00000022160,Mettl3,
ENSMUSG00000034674,Tdg,P56581
ENSMUSG00000004567,Mcoln1,Q99J21
ENSMUSG00000004567,Mcoln1,
ENSMUSG00000034674,Tdg,
ENSMUSG00000004567,Mcoln1,
ENSMUSG00000028420,Tmem38b,Q9DAV9
ENSMUSG00000022160,Mettl3,
ENSMUSG00000034674,Tdg,
ENSMUSG00000022160,Mettl3,
ENSMUSG00000034674,Tdg,
ENSMUSG00000022160,Mettl3,
ENSMUSG00000028420,Tmem38b,
ENSMUSG00000022160,Mettl3,
ENSMUSG00000073702,Rpl31,P62900
ENSMUSG00000004567,Mcoln1,
ENSMUSG00000004567,Mcoln1,
ENSMUSG00000073702,Rpl31,
ENSMUSG00000034674,Tdg,
ENSMUSG00000049532,Sall2,
ENSMUSG00000004567,Mcoln1,
ENSMUSG00000049532,Sall2,Q9QX96
ENSMUSG00000073702,Rpl31,P62900
ENSMUSG00000040875,Osbpl10,S4R1M9
ENSMUSG00000060206,Zfp462,
ENSMUSG00000073702,Rpl31,P62900
ENSMUSG00000040875,Osbpl10,
ENSMUSG00000073702,Rpl31,
ENSMUSG00000040875,Osbpl10,
ENSMUSG00000022428,Cby1,Q9D1C2
ENSMUSG00000040875,Osbpl10,
ENSMUSG00000040875,Osbpl10,
ENSMUSG00000040875,Osbpl10,
ENSMUSG00000040875,Osbpl10,
ENSMUSG00000050621,Rps27rt,Q6ZWU9
ENSMUSG00000032437,Stt3b,
ENSMUSG00000018040,Rrp7a,Q9D1C9
ENSMUSG00000018040,Rrp7a,
ENSMUSG00000060206,Zfp462,B1AWL2
ENSMUSG00000018040,Rrp7a,
ENSMUSG00000060206,Zfp462,
ENSMUSG00000018040,Rrp7a,
ENSMUSG00000060206,Zfp462,
ENSMUSG00000025352,Gdf11,Q9Z1W4
ENSMUSG00000034687,Fras1,Q80T14
ENSMUSG00000027981,Rnpc3,
ENSMUSG00000029484,Anxa3,
ENSMUSG00000041815,Poldip3,Q8BG81
ENSMUSG00000041815,Poldip3,
ENSMUSG00000041815,Poldip3,
ENSMUSG00000027981,Rnpc3,Q3UZ01
ENSMUSG00000025351,Cd63,P41731
ENSMUSG00000027981,Rnpc3,Q3UZ01
ENSMUSG00000025351,Cd63,P41731
ENSMUSG00000040697,Dnajc16,Q80TN4
ENSMUSG00000025351,Cd63,
ENSMUSG00000027981,Rnpc3,Q3UZ01
ENSMUSG00000040697,Dnajc16,
ENSMUSG00000025351,Cd63,P41731
ENSMUSG00000020457,Drg1,
ENSMUSG00000025231,Sufu,Q9Z0P7
ENSMUSG00000029484,Anxa3,O35639
ENSMUSG00000029484,Anxa3,
ENSMUSG00000029484,Anxa3,
ENSMUSG00000025350,Rdh5,O55240
ENSMUSG00000025350,Rdh5,
ENSMUSG00000025350,Rdh5,
ENSMUSG00000025350,Rdh5,
ENSMUSG00000025231,Sufu,Q9Z0P7
ENSMUSG00000016382,Pls3,Q99K51
ENSMUSG00000025231,Sufu,
ENSMUSG00000025350,Rdh5,
ENSMUSG00000020674,Pxdn,
ENSMUSG00000016382,Pls3,
ENSMUSG00000025231,Sufu,
ENSMUSG00000029484,Anxa3,
ENSMUSG00000016382,Pls3,Q99K51
ENSMUSG00000016382,Pls3,Q99K51
ENSMUSG00000020457,Drg1,P32233
ENSMUSG00000016382,Pls3,
ENSMUSG00000090247,Bloc1s1,
ENSMUSG00000090247,Bloc1s1,O55102
ENSMUSG00000090247,Bloc1s1,
ENSMUSG00000020457,Drg1,
ENSMUSG00000028914,Casp9,
ENSMUSG00000027966,Col11a1,
ENSMUSG00000028914,Casp9,Q8C3Q9
ENSMUSG00000025034,Trim8,Q99PJ2
ENSMUSG00000053580,Tanc2,
ENSMUSG00000020674,Pxdn,Q3UQ28
ENSMUSG00000028914,Casp9,
ENSMUSG00000020674,Pxdn,
ENSMUSG00000025035,Arl3,Q9WUL7
ENSMUSG00000025035,Arl3,
ENSMUSG00000022214,Dcaf11,Q91VU6
ENSMUSG00000018042,Cyb5r3,Q9DCN2
